title,subtitle,release_year,genre,duration,maturity_rating,IMDb_rating,rotten_tomatoes_rating,meta_critic_rating,indie_wire_rating,vudu_rating,letterboxd_rating,fandor_rating,film_affinity_rating,trakt_rating,apple_rating,class_movie_rating,ringos_rating,french_films_rating,original_film_rating,allmovie_rating,bluray_rating,movie_insider_rating,reelviews_rating,p_google_likes,box_office,release_date,directors,awards,film_series,producers,budget
Guns Of The Magnificent Seven,G 1969 ‧ Western/Action ‧ 1h 46m,1969,Western/Action,1h 46m,G,5.7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,Director: Paul Wendkos,NA,The Magnificent Seven,NA,NA
The Guru,G 1969 ‧ Bollywood/Comedy ‧ 1h 52m,1969,Bollywood/Comedy,1h 52m,G,5.6,NA,NA,NA,NA,3.2,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 million USD (est.),"February 10, 1969 (USA)",Director: James Ivory,NA,NA,NA,NA
The Gypsy Moths,R 1969 ‧ Drama/Melodrama ‧ 1h 49m,1969,Drama/Melodrama,1h 49m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,Director: John Frankenheimer,NA,NA,NA,NA
"Hail, Hero!",PG 1969 ‧ Drama ‧ 1h 37m,1969,Drama,1h 37m,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: David Miller,NA,NA,Producer: Harold D. Cohen,NA
Hannibal Brooks,PG-13 1969 ‧ War/Comedy ‧ 1h 42m,1969,War/Comedy,1h 42m,PG-13,6.6,85,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,Director: Michael Winner,NA,NA,Producer: Michael Winner,NA
The Happy Ending,PG 1969 ‧ Drama ‧ 1h 57m,1969,Drama,1h 57m,PG,6.3,33,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,Director: Richard Brooks,NA,NA,NA,NA
Hard Contract,PG 1969 ‧ Mystery/Crime ‧ 1h 46m,1969,Mystery/Crime,1h 46m,PG,5.8,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,1.75 million USD (US/ Canada rentals),NA,Director: S. Lee Pogostin,NA,NA,NA,NA
Heaven with a Gun,PG 1969 ‧ Western/Action ‧ 1h 41m,1969,Western/Action,1h 41m,PG,6.3,62,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,Director: Lee H. Katzin,NA,NA,NA,NA
"Hello, Dolly!",G 1969 ‧ Musical/Comedy music ‧ 2h 28m,1969,Musical/Comedy music,2h 28m,G,7.1,43,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"December 16, 1969 (New York)",Director: Gene Kelly,"Academy Award for Best Production Design,",NA,NA,25 million USD
Hello Down There,G 1969 ‧ Comedy/Comedy music ‧ 1h 38m,1969,Comedy/Comedy music,1h 38m,G,5.9,57,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,"June 25, 1969 (New York)","Ricou Browning, Jack Arnold",NA,NA,"Ivan Tors, George Sherman",NA
Hell's Angels '69,NA,NA,NA,NA,NA,5.5,31,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"September 10, 1969 (New York)",Director: Lee Madden,NA,NA,Producer: Tom Stern,NA
Hell's Belles,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,Director: Maury Dexter,NA,NA,Producer: Maury Dexter,NA
"Hook, Line & Sinker",G 1969 ‧ Comedy ‧ 1h 32m,1969,Comedy,1h 32m,G,5.5,37,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,Director: George Marshall,NA,NA,Producer: Jerry Lewis,NA
House of Cards,G 1968 ‧ Thriller/Drama ‧ 1h 45m,1968,Thriller/Drama,1h 45m,G,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: John Guillermin,NA,NA,Producer: Dick Berg,NA
How to Commit Marriage,PG 1969 ‧ Comedy/Indie film ‧ 1h 35m,1969,Comedy/Indie film,1h 35m,PG,5.4,38,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July 7, 1969 (USA)",Director: Norman Panama,NA,NA,Producer: Bill Lawrence,NA
"If It's Tuesday, This Must Be Belgium",G 1969 ‧ Comedy/Parody ‧ 1h 39m,1969,Comedy/Parody,1h 39m,G,6.3,60,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,Director: Mel Stuart,NA,NA,NA,NA
The Illustrated Man,PG 1969 ‧ Sci-fi/Fantasy ‧ 1h 43m,1969,Sci-fi/Fantasy,1h 43m,PG,6,43,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"March 26, 1969 (USA)",Director: Jack Smight,NA,NA,NA,NA
Impasse,R 1969 ‧ Adventure ‧ 1h 40m,1969,Adventure,1h 40m,R,5,NA,NA,NA,NA,2.9,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 7, 1969 (USA)",Director: Richard Benedict,NA,NA,Producer: Hal Klein,NA
In Search of Gregory,PG 1969 ‧ Drama/Romance ‧ 1h 30m,1969,Drama/Romance,1h 30m,PG,5.7,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May 6, 1970 (USA)",Director: Peter Wood,NA,NA,"Daniele Senatore, Joseph Janni, Edward Joseph",NA
It Takes All Kinds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Eddie Davis,NA,NA,"Eddie Davis, Reg Goldsworthy",NA
John and Mary,PG 1969 ‧ Romance/Melodrama ‧ 1h 32m,1969,Romance/Melodrama,1h 32m,PG,6.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,4.1 million USD (US/ Canada rentals),NA,Director: Peter Yates,BAFTA Award for Best Actor in a Leading Role,NA,NA,NA
Justine,R 1969 ‧ Drama/Mystery ‧ 1h 56m,1969,Drama/Mystery,1h 56m,R,5.7,36,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,"August 6, 1969 (USA)","Joseph Strick, George Cukor",NA,NA,NA,NA
Kenner,G 1968 ‧ Drama/Mystery ‧ 1h 32m,1968,Drama/Mystery,1h 32m,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 19, 1969 (DC)",Director: Steve Sekely,NA,NA,Producer: Mary P. Murray,NA
"Krakatoa, East of Java",G 1968 ‧ Adventure/Disaster ‧ 2h 11m,1968,Adventure/Disaster,2h 11m,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"May 14, 1969 (USA)",Director: Bernard L. Kowalski,NA,NA,"William R. Forman, Philip Yordan",NA
Last Summer,R 1969 ‧ Drama/Coming-of-age story ‧ 1h 37m,1969,Drama/Coming-of-age story,1h 37m,R,7,78,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,Director: Frank Perry,NA,NA,NA,NA
The Learning Tree,PG 1969 ‧ Drama/Coming of age ‧ 1h 47m,1969,Drama/Coming of age,1h 47m,PG,7.1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,"August 6, 1969 (USA)",Director: Gordon Parks,NAACP Image Award for Outstanding Actress in a Motion Picture,NA,NA,NA
Lost Flight,G 1969 ‧ Drama/Action ‧ 1h 44m,1969,Drama/Action,1h 44m,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Director: Leonard Horn,NA,NA,Producer: Frank Price,NA
The Lost Man,NA,NA,NA,NA,NA,6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1.85 million USD (US/ Canada rentals),"June 25, 1969 (USA)",Director: Robert Alan Aurthur,NA,NA,NA,NA
The Love God?,PG-13 1969 ‧ Comedy/Satire ‧ 1h 41m,1969,Comedy/Satire,1h 41m,PG-13,6.4,58,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,Director: Nat Hiken,NA,NA,Producer: Edward Montagne,NA
Mackenna's Gold,PG 1969 ‧ Western/Action/Adventure ‧ 2h 8m,1969,Western/Action/Adventure,2h 8m,PG,6.8,20,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"May 10, 1969 (USA)",Director: J. Lee Thompson,NA,NA,NA,NA
The Mad Room,PG 1969 ‧ Horror/Drama ‧ 1h 33m,1969,Horror/Drama,1h 33m,PG,5.7,33,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Bernard Girard,NA,NA,Producer: Norman Maurer,NA
The Madwoman of Chaillot,G 1969 ‧ Satire/Drama ‧ 2h 12m,1969,Satire/Drama,2h 12m,G,6.1,20,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,Director: Bryan Forbes,NA,NA,NA,NA
The Maltese Bippy,G 1969 ‧ Comedy horror/Horror ‧ 1h 32m,1969,Comedy horror/Horror,1h 32m,G,4.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Norman Panama,NA,NA,"Everett Freeman, Robert Enders",NA
Marlowe,PG 1969 ‧ Mystery/Drama ‧ 1h 36m,1969,Mystery/Drama,1h 36m,PG,6.4,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"October 22, 1969 (USA)",Director: Paul Bogart,NA,NA,NA,NA
Marooned,G 1969 ‧ Sci-fi/Adventure ‧ 2h 14m,1969,Sci-fi/Adventure,2h 14m,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,Director: John Sturges,Academy Award for Best Visual Effects,NA,NA,NA
"Me, Natalie",PG 1969 ‧ Romance/Drama ‧ 1h 51m,1969,Romance/Drama,1h 51m,PG,6.5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,Director: Fred Coe,Golden Globe Award for Best Actress – Motion Picture – Musical or Comedy,NA,NA,NA
Medium Cool,R 1969 ‧ Drama/Political drama ‧ 1h 51m,1969,Drama/Political drama,1h 51m,R,7.3,96,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,Director: Haskell Wexler,NA,NA,NA,NA
Midas Run,PG 1969 ‧ Adventure/Comedy ‧ 1h 46m,1969,Adventure/Comedy,1h 46m,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500,000 USD",NA,Director: Alf Kjellin,NA,NA,NA,NA
Midnight Cowboy,R 1969 ‧ Drama/Buddy ‧ 1h 53m,1969,Drama/Buddy,1h 53m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"May 25, 1969 (New York)",Director: John Schlesinger,"Academy Award for Best Picture,",NA,NA,NA
Model Shop,PG 1969 ‧ Drama/Romance ‧ 1h 37m,1969,Drama/Romance,1h 37m,PG,6.7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,"April 1, 1969 (USA)",Director: Jacques Demy,NA,NA,NA,NA
The Monitors,PG 1969 ‧ Sci-fi/Drama ‧ 1h 32m,1969,Sci-fi/Drama,1h 32m,PG,4.8,40,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Jack Shea,NA,NA,Producer: Bernard Sahlins,NA
More Dead Than Alive,R 1969 ‧ Western/Action ‧ 1h 41m,1969,Western/Action,1h 41m,R,6.2,48,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,Director: Robert Sparr,NA,NA,Producer: Aubrey Schenck,NA
My Side of the Mountain,G 1969 ‧ Family/Adventure ‧ 1h 40m,1969,Family/Adventure,1h 40m,G,6.6,83,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,Director: James B. Clark,NA,NA,Producer: Robert B. Radnitz,NA
Naked Angels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Bruce D. Clark,NA,NA,NA,NA
The Night of the Following Day,R 1969 ‧ Drama/Crime ‧ 1h 33m,1969,Drama/Crime,1h 33m,R,6,83,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,Director: Hubert Cornfield,NA,NA,NA,NA
Nightmare in Wax,NA,NA,NA,NA,NA,3.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Bud Townsend,NA,NA,Producer: Martin B. Cohen,NA
Number One,PG 1969 ‧ Drama ‧ 1h 45m,1969,Drama,1h 45m,PG,5.6,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1 million USD (US/ Canada rental),NA,Director: Tom Gries,NA,NA,Producer: Walter Seltzer,NA
Once Upon a Time in the West,NA,NA,NA,NA,NA,8.5,95,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"July 4, 1969 (USA)",Director: Sergio Leone,David di Donatello for Best Producer,NA,NA,NA
Once You Kiss A Stranger,PG 1969 ‧ Thriller ‧ 1h 46m,1969,Thriller,1h 46m,PG,5.4,78,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Robert Sparr,NA,NA,NA,NA
On Her Majesty's Secret Service,PG 1969 ‧ Action/Romance ‧ 2h 22m,1969,Action/Romance,2h 22m,PG,6.7,81,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"December 18, 1969 (USA)",Director: Peter R. Hunt,NA,James Bond,NA,NA
Out of It,PG 1969 ‧ Comedy-drama ‧ 1h 35m,1969,Comedy-drama,1h 35m,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Paul Williams,NA,NA,Producer: Edward R. Pressman,NA
Paint Your Wagon,PG-13 1969 ‧ Musical/Western ‧ 2h 44m,1969,Musical/Western,2h 44m,PG-13,6.6,27,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"October 15, 1969 (USA)",Director: Joshua Logan,NA,NA,NA,NA
Pendulum,R 1969 ‧ Drama ‧ 1h 42m,1969,Drama,1h 42m,R,6.1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: George Schaefer,NA,NA,Producer: Stanley Niss,NA
Popi,G 1969 ‧ Comedy-drama/Drama ‧ 1h 53m,1969,Comedy-drama/Drama,1h 53m,G,6.7,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2 million USD (US/ Canada rentals),"May 27, 1969 (USA)",Director: Arthur Hiller,NA,NA,NA,NA
Putney Swope,R 1969 ‧ Comedy/Satire ‧ 1h 25m,1969,Comedy/Satire,1h 25m,R,7,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,"July 10, 1969 (USA)",Director: Robert Downey Sr.,NA,NA,"Robert Downey Sr., Richard A. Roth, Fred C. Caruso",NA
The Rain People,R 1969 ‧ Drama/Road ‧ 1h 41m,1969,Drama/Road,1h 41m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Director: Francis Ford Coppola,NA,NA,NA,NA
Rascal,G 1969 ‧ Family/Drama ‧ 1h 33m,1969,Family/Drama,1h 33m,G,6.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,Director: Norman Tokar,NA,NA,Producer: James Algar,NA
The Reivers,PG-13 1969 ‧ Drama/Comedy ‧ 1h 52m,1969,Drama/Comedy,1h 52m,PG-13,6.7,80,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"December 25, 1969 (USA)",Director: Mark Rydell,NA,NA,NA,NA
Riot,NA,NA,NA,NA,NA,5.9,23,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1.3 million USD (US/ Canada rentals),NA,Director: Buzz Kulik,NA,NA,NA,NA
The Royal Hunt of the Sun,G 1969 ‧ Action/Action/Adventure ‧ 2h 1m,1969,Action/Action/Adventure,2h 1m,G,6.3,56,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,Director: Irving Lerner,NA,NA,NA,NA
Sam Whiskey,PG-13 1969 ‧ Western/Comedy ‧ 1h 37m,1969,Western/Comedy,1h 37m,PG-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,"Arnold Laven, Peter Tewksbury",NA,NA,"Arnold Laven, Jules Levy, Arthur Gardner",NA
The Secret of Santa Vittoria,PG-13 1969 ‧ Comedy/War ‧ 2h 19m,1969,Comedy/War,2h 19m,PG-13,7.4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,"October 29, 1969 (New York)",Director: Stanley Kramer,NA,NA,NA,NA
Shark!,PG 1969 ‧ Adventure/Action ‧ 1h 32m,1969,Adventure/Action,1h 32m,PG,4.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,"October 8, 1969 (USA)",Director: Samuel Fuller,NA,NA,NA,NA
The Sidehackers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,Director: Gus Trikonis,NA,NA,Producer: Ross Hagen,NA
Slaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,"July 2, 1969 (USA)",Director: Herbert Biberman,NA,NA,Producer: Philip Langner,NA
Some Kind of a Nut,PG 1969 ‧ Comedy ‧ 1h 30m,1969,Comedy,1h 30m,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"October 1, 1969 (New York)",Director: Garson Kanin,NA,NA,Producer: Walter Mirisch,NA
The Sterile Cuckoo,PG 1969 ‧ Coming of age/Comedy-drama ‧ 1h 47m,1969,Coming of age/Comedy-drama,1h 47m,PG,6.8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,Director: Alan J. Pakula,David di Donatello for Best Foreign Actress,NA,NA,NA
Stiletto,R 1969 ‧ Crime/Drama ‧ 1h 38m,1969,Crime/Drama,1h 38m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Bernard L. Kowalski,NA,NA,NA,NA
Support Your Local Sheriff,G 1969 ‧ Western/Comedy ‧ 1h 32m,1969,Western/Comedy,1h 32m,G,7.5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,Director: Burt Kennedy,NA,Support Your Local Sheriff!,"William Bowers, Bill Finnegan",NA
Sweet Charity,G 1969 ‧ Musical/Romance ‧ 2h 29m,1969,Musical/Romance,2h 29m,G,7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,8 million USD,"February 14, 1969 (USA)",Director: Bob Fosse,NA,NA,NA,NA
Take the Money and Run,PG 1969 ‧ Comedy/Crime ‧ 1h 25m,1969,Comedy/Crime,1h 25m,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,3.04 million USD (rentals),"August 18, 1969 (USA)",Director: Woody Allen,NA,NA,NA,NA
A Talent for Loving,PG 1969 ‧ Western/Parody ‧ 1h 50m,1969,Western/Parody,1h 50m,PG,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Richard Quine,NA,NA,Producer: Walter Shenson,NA
Tell Them Willie Boy Is Here,PG 1969 ‧ Western/Drama ‧ 1h 38m,1969,Western/Drama,1h 38m,PG,6.3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,"December 18, 1969 (USA)",Director: Abraham Polonsky,"BAFTA Award for Best Actress in a Leading Role,",NA,NA,NA
That Cold Day in the Park,R 1969 ‧ Drama/Psychological thriller ‧ 1h 53m,1969,Drama/Psychological thriller,1h 53m,R,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"June 8, 1969 (USA)",Director: Robert Altman,NA,NA,NA,NA
"They Shoot Horses, Don't They?",PG-13 1969 ‧ Drama/Melodrama ‧ 2h 9m,1969,Drama/Melodrama,2h 9m,PG-13,7.9,83,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,"December 10, 1969 (New York)",Director: Sydney Pollack,"BAFTA Award for Best Actress in a Supporting Role,",NA,NA,NA
The Thousand Plane Raid,G 1969 ‧ War/Action ‧ 1h 33m,1969,War/Action,1h 33m,G,5.7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,Director: Boris Sagal,NA,NA,NA,NA
A Time for Dying,PG 1969 ‧ Western ‧ 1h 13m,1969,Western,1h 13m,PG,5.8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,"June 2, 1982 (New York)",Director: Budd Boetticher,NA,NA,Producer: Audie Murphy,NA
Topaz,PG 1969 ‧ Thriller/Spy ‧ 2h 23m,1969,Thriller/Spy,2h 23m,PG,6.3,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,"December 19, 1969 (USA)",Director: Alfred Hitchcock,NA,NA,NA,NA
Trilogy,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Frank Perry,National Board of Review Award for Best Actress,NA,Producer: Frank Perry,NA
The Trouble with Girls,G 1969 ‧ Musical/Drama ‧ 1h 39m,1969,Musical/Drama,1h 39m,G,5.4,54,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,May 1969 (USA),Director: Peter Tewksbury,NA,NA,NA,NA
True Grit,G 1969 ‧ Western/Drama ‧ 2h 12m,1969,Western/Drama,2h 12m,G,7.4,89,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"June 11, 1969 (USA)",Director: Henry Hathaway,"Academy Award for Best Actor in a Leading Role, Golden Globe Award for Best Actor – Motion Picture – Drama",True Grit,NA,NA
The Undefeated,G 1969 ‧ Western/War ‧ 1h 59m,1969,Western/War,1h 59m,G,6.7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"November 27, 1969 (USA)",Director: Andrew V. McLaglen,NA,NA,NA,NA
The Valley of Gwangi,G 1969 ‧ Fantasy/Adventure ‧ 1h 36m,1969,Fantasy/Adventure,1h 36m,G,6.3,78,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,"September 3, 1969 (USA)",Director: Jim O'Connolly,NA,NA,"Ray Harryhausen, Charles H. Schneer",NA
Viva Max!,G 1969 ‧ Comedy/Satire ‧ 1h 33m,1969,Comedy/Satire,1h 33m,G,6.1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,Director: Jerry Paris,NA,NA,NA,NA
A Walk with Love and Death,PG 1969 ‧ Romance/Historical drama ‧ 1h 30m,1969,Romance/Historical drama,1h 30m,PG,6.5,67,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,Director: John Huston,NA,NA,NA,NA
The Wedding Party,R 1969 ‧ Comedy/Farce ‧ 1h 32m,1969,Comedy/Farce,1h 32m,R,4.8,17,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April 9, 1969 (USA)","Brian De Palma, Cynthia Munroe, Wilford Leach",NA,NA,"Brian De Palma, Cynthia Munroe, Wilford Leach",NA
What Ever Happened to Aunt Alice?,PG 1969 ‧ Horror/Dark comedy ‧ 1h 41m,1969,Horror/Dark comedy,1h 41m,PG,6.9,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3.2 million USD,"July 23, 1969 (New York)",Director: Lee H. Katzin,NA,NA,Producer: Robert Aldrich,NA
Where It's At,R 1969 ‧ Drama ‧ 1h 46m,1969,Drama,1h 46m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Garson Kanin,NA,NA,Producer: Frank Ross,NA
The Wild Bunch,R 1969 ‧ Western/Drama ‧ 2h 25m,1969,Western/Drama,2h 25m,R,7.9,90,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"June 18, 1969 (USA)",Director: Sam Peckinpah,National Society of Film Critics Award for Best Cinematography,NA,NA,NA
Winning,PG 1969 ‧ Sport/Drama ‧ 2h 3m,1969,Sport/Drama,2h 3m,PG,6,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,14.64 million USD,"May 22, 1969 (USA)",Director: James Goldstone,NA,NA,NA,NA
